Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Languages,Clock,Alarm,Stand-by_1,Talk time_1,Music play,RMA161
b'realme',b'Realme Narzo 20',b'https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-20.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 21'","b'Available. Released 2020, September 28'",b'164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in)',b'208 g (7.34 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ), 560 nits (peak)'","b'6.5 inches, 102.0 cm2 (~81.7% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, Realme UI'",b'MediaTek Helio G85 (12nm)',b'Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)',b'Mali-G52 MC2',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'","b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',"b'8 MP, f/2.0, 26mm (wide), 1/4"", 1.12\xc2\xb5m'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 6000 mAh, non-removable'",b'Fast charging 18W Reverse charging',"b'Glory Silver, Victory Blue'",b'RMX2193',"b'$\xe2\x80\x89275.00 / \xc2\xa3\xe2\x80\x89199.00 / \xe2\x82\xb9\xe2\x80\x8911,289'",,,,,,,,,,b'1.03 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',"b'\xe2\x82\xb9\xe2\x80\x8913,098'",,,,,,,b'$\xe2\x80\x89275.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme Narzo 20A',b'https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-20a.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 21'","b'Available. Released 2020, September 30'",b'164.4 x 75.4 x 8.9 mm (6.47 x 2.97 x 0.35 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 480 nits (peak)'","b'6.5 inches, 102.0 cm2 (~82.3% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, Realme UI'",b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'","b'12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25\xc2\xb5m, PDAF 2 MP, f/2.4, (depth) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, 480p@120fps'","b'8 MP, f/2.0, 26mm (wide), 1/4"", 1.12\xc2\xb5m'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',"b'Glory Silver, Victory Blue'",b'RMX2050',"b'\xe2\x82\xb9\xe2\x80\x899,190'",,b'Corning Gorilla Glass 3',,,,,,,"b'\xe2\x82\xb9\xe2\x80\x899,190'",b'1.18 W/kg (head) \xc2\xa0 \xc2\xa0 0.63 W/kg (body)',,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8910,249'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme C17',b'https://fdn2.gsmarena.com/vv/bigpic/realme-c17.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Weather-sealed ports & loudspeaker',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 21'","b'Available. Released 2020, September 22'",b'164.1 x 75.5 x 8.9 mm (6.46 x 2.97 x 0.35 in)',b'188 g (6.63 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz'","b'6.5 inches, 102.0 cm2 (~82.3% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'",b'Android 10',b'Qualcomm SM4250 Snapdragon 460 (11 nm)',b'Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240)',b'Adreno 610',b'microSDXC (dedicated slot)',b'128GB 6GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, (wide), 1/4.0"", 1.12\xc2\xb5m'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Navy Blue, Lake Green'",b'RMX2101',b'About 160 EUR',,b'Corning Gorilla Glass',"b'13 MP, f/2.2, (wide), 1/3.06"", 1.12\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'UFS 2.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme 7i',b'https://fdn2.gsmarena.com/vv/bigpic/realme-7i.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 2.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 17'","b'Available. Released 2020, September 18'",b'164.1 x 75.5 x 8.9 mm (6.46 x 2.97 x 0.35 in)',b'188 g (6.63 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz'","b'6.5 inches, 102.0 cm2 (~82.3% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, Realme UI'",b'Qualcomm SM6115 Snapdragon 662 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'1080p@30fps, gyro-EIS'","b'16 MP, f/2.1, 26mm (wide), 1/3"", 1.0\xc2\xb5m'",b'HDR',"b'1080p@30fps, gyro-EIS'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Aurora Green, Polar Blue'",b'RMX2103',"b'$\xe2\x80\x89249.99 / \xe2\x82\xb9\xe2\x80\x8913,180'",,b'Corning Gorilla Glass',"b'64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,b'$\xe2\x80\x89249.99',,,,b'1.10 W/kg (head) \xc2\xa0 \xc2\xa0 0.53 W/kg (body)',"b'\xe2\x82\xb9\xe2\x80\x8913,975'",,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8913,180'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme 7 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/realme-7-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - Asia',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International',"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 03'","b'Available. Released 2020, September 14'",b'160.9 x 74.3 x 8.7 mm (6.33 x 2.93 x 0.34 in)',b'182 g (6.42 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.4 inches, 98.9 cm2 (~82.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~411 ppi density)'","b'Android 10, Realme UI'",b'Qualcomm SM7125 Snapdragon 720G (8 nm)',b'Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)',b'Adreno 618',b'microSDXC (dedicated slot)',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'HDR, panorama'","b'1080p@30/120fps, gyro-EIS'","b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, NavIC'",b'Yes (market/region dependent)',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4500 mAh, non-removable'","b'Fast charging 65W, 50% in 12 min, 100% in 34 min (advertised)'","b'Mirror Blue, Mirror Silver'",b'RMX2170',"b'$\xe2\x80\x89342.02 / \xc2\xa3\xe2\x80\x89259.00 / \xe2\x82\xac\xe2\x80\x89286.89 / \xe2\x82\xb9\xe2\x80\x8920,994'","b'Glass front (Gorilla Glass 3+), plastic frame, plastic back'",b'Corning Gorilla Glass 3+',"b'64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'1, 3, 5, 8, 38, 40, 41 - Asia'",b'24-bit/192kHz audio',b'$\xe2\x80\x89342.02',,,,b'0.73 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,b'AnTuTu: 278414(v8) GeekBench: 1811 (v5.1) GFXBench: 14fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-24.8 LUFS (Very good)',b'Endurance rating 113h',b'$\xe2\x80\x89369.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme 7 (Asia)',b'https://fdn2.gsmarena.com/vv/bigpic/realme-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 2.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 03'","b'Available. Released 2020, September 10'",b'162.3 x 75.4 x 9.4 mm (6.39 x 2.97 x 0.37 in)',b'196.5 g (6.95 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, Realme UI'",b'Mediatek Helio G95 (12 nm)',b'Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G76 MC4',b'microSDXC (dedicated slot)',"b'64GB 6GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'16 MP, f/2.1, 26mm (wide), 1/3.1"", 1.0\xc2\xb5m'",b'Panorama',b'1080p@30/120fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (Indonesia only)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'","b'Fast charging 30W, 50% in 26 min, 100% in 65 min (advertised)'","b'Mist Blue, Mist White'","b'RMX2151, RMX2163'","b'$\xe2\x80\x89249.00 / \xc2\xa3\xe2\x80\x89188.90 / \xe2\x82\xb9\xe2\x80\x8915,243'","b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Corning Gorilla Glass 3',"b'64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,b'$\xe2\x80\x89299.00',,,,b'0.99 W/kg (head) \xc2\xa0 \xc2\xa0 0.93 W/kg (body)',,,,,b'-25.9 LUFS (Very good)',,,,,,,,,,,,,b'$\xe2\x80\x89249.00',,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme X7 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/realme-x7-pro-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL'","b'2020, September 01'","b'Available. Released 2020, September 15'",b'160.8 x 75.1 x 8.5 mm (6.33 x 2.96 x 0.33 in)',b'184 g (6.49 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, 120Hz'","b'6.55 inches, 103.6 cm2 (~85.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~402 ppi density)'","b'Android 10, Realme UI'",b'Mediatek MT6889Z Dimensity 1000+ (7nm)',b'Octa-core (4x2.6 GHz Cortex-A77 & 4x2.0 GHz Cortex-A55)',b'Mali-G77 MC9',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/120fps, gyro-EIS'","b'32 MP, f/2.5, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",b'HDR',"b'1080p@30/120fps, gyro-EIS'","b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, GALILEO, QZSS, BDS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4500 mAh, non-removable'","b'Fast charging 65W, 100% in 35 min (advertised) - China model Fast charging 50W - Global model'","b'Dark Blue, White, Rainbow'","b'RMX2121, RMX2111'",b'$\xe2\x80\x89412.49',,b'Corning Gorilla Glass 5',"b'64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'CDMA2000 1xEV-DO',b'24-bit/192kHz audio',b'$\xe2\x80\x89412.49',,,,,,,,,,,,,,b'$\xe2\x80\x89468.59',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme X7',b'https://fdn2.gsmarena.com/vv/bigpic/realme-x7-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL'","b'2020, September 01'","b'Available. Released 2020, September 08'",b'160.9 x 74.4 x 8.1 mm (6.33 x 2.93 x 0.32 in)',b'175 g (6.17 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.4 inches, 98.9 cm2 (~82.6% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~411 ppi density)'","b'Android 10, Realme UI'",b'MediaTek Dimensity 800U 5G (7 nm)',b'Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8\xc2\xb5m'",b'HDR',b'1080p@30/120fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, GALILEO, QZSS, BDS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4300 mAh, non-removable'","b'Fast charging 65W, 100% in 33 min (advertised)'","b'Blue, White, Rainbow'",,b'About 220 EUR',,b'Corning Gorilla Glass',"b'64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'CDMA2000 1xEV-DO',b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme V3',b'https://fdn2.gsmarena.com/vv/bigpic/realme-v3.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL'","b'2020, September 01'","b'Available. Released 2020, September 10'",b'164.4 x 76 x 8.6 mm (6.47 x 2.99 x 0.34 in)',b'189.5 g (6.70 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, realme UI'",b'MediaTek MT6853V Dimensity 720 5G (7 nm)',b'Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'Unspecified',"b'64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'","b'13 MP, f/2.2, 26mm (wide), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps'","b'8 MP, f/2.0, 26mm (wide)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Blue, Silver'",,b'About 120 EUR',,,,b'CDMA2000 1xEV-DO',b'UFS 2.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme C12',b'https://fdn2.gsmarena.com/vv/bigpic/realme-c12.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE-A'","b'2020, August 14'","b'Available. Released 2020, August 14'",b'164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in)',b'209 g (7.37 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 103.7 cm2 (~83.1% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~264 ppi density)'","b'Android 10, realme UI 1.0'",b'MediaTek Helio G35 (12 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'","b'13 MP, f/2.2, (wide), PDAF 2 MP B/W, f/2.4 2 MP, f/2.4'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.0, (wide)'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 6000 mAh, non-removable'",b'Charging 10W',"b'Marine Blue, Coral Red, Silver, Power Blue, Power Silver'",b'RMX2189',"b'$\xe2\x80\x89159.99 / \xe2\x82\xb9\xe2\x80\x898,925'",,b'Corning Gorilla Glass',,,,,,,b'$\xe2\x80\x89159.99',,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8910,649'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme V5 5G',b'https://fdn2.gsmarena.com/vv/bigpic/realme-v5.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL'","b'2020, August 03'","b'Available. Released 2020, August 07'",b'162.1 x 75 x 9.1 mm (6.38 x 2.95 x 0.36 in)',b'194 g (6.84 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz'","b'6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, Realme UI 1.0'",b'MediaTek MT6853V Dimensity 720 5G (7 nm)',b'Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'microSDXC (uses shared SIM slot)',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps; gyro-EIS'","b'16 MP, f/2.1, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'","b'Fast charging 30W, 100% in 65 min (advertised)'","b'Blue, Silver, Mint'",,b'About 180 EUR',,b'Corning Gorilla Glass',"b'48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'CDMA2000 1xEV-DO',b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
