Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Models,Triple,_1_1,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,Protection,128GB 8GB RAM,256GB 12GB RAM,128GB 6GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,Talk time_1,SAR EU,Keyboard,Browser
b'zte',b'ZTE nubia Play',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-play.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41'","b'1, 41, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, April 21'","b'Available. Released 2020, April 24'",b'171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in)',b'210 g (7.41 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 144Hz'","b'6.65 inches, 108.6 cm2 (~80.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)'","b'Android 10, nubia UI 8.0'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'","b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30fps; gyro-EIS'","b'12 MP, (wide)'",b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Ion 5100 mAh, non-removable'",b'Fast charging 30W',"b'Black, White, Blue'",b'About 310 EUR',b'CDMA 800 / 1900 & TD-SCDMA',b'Touch sensitive gaming triggers',,,,,,,,b'NX651J',,b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,,,
b'zte',b'ZTE Axon 11 4G',b'https://fdn2.gsmarena.com/vv/bigpic/zte-axon-11-5g.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 32, 38'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, June 04'","b'Available. Released 2020, June 17'",b'159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in)',b'168 g (5.93 oz)',"b'Glass front, glass back, aluminum frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.47 inches, 102.8 cm2 (~87.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)'","b'Android 10, MiFavor 10'",b'Mediatek MT6771 Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',"b'48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 120\xcb\x9a, 16mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps; gyro-EIS',"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'",b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Unspecified',,"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",b'Fast charging',"b'White, Black'",b'\xe2\x82\xac\xe2\x80\x89279.00',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89279.00',,,,,,,,,,,,,,,
b'zte',b'ZTE Axon 11 5G',b'https://fdn2.gsmarena.com/vv/bigpic/zte-axon-11-5g.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41'","b'1, 3, 41, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA), 5G (2+ Gbps DL)'","b'2020, March 23'","b'Available. Released 2020, March 30'",b'159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in)',b'168 g (5.93 oz)',"b'Glass front, glass back, aluminum frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.47 inches, 102.8 cm2 (~87.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)'","b'Android 10, MiFavor 10'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'microSDXC (uses shared SIM slot)',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'","b'64 MP, f/1.9, 25mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 120\xcb\x9a, 16mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30/60fps, 1080p@30fps; gyro-EIS'","b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'",b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",b'Fast charging 18W Quick Charge 4+',"b'White, Black'",b'\xe2\x82\xac\xe2\x80\x89489.99',b'CDMA 800',b'24-bit/192kHz audio',,,,,,,,b'A2021',,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89489.99',,,,,,,,,,,,,,,
b'zte',b'ZTE nubia Red Magic 5G',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41'","b'41, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G 7.5 Gbps DL'","b'2020, March 12'","b'Available. Released 2020, March 19'",b'168.6 x 78 x 9.8 mm (6.64 x 3.07 x 0.39 in)',b'218 g (7.69 oz)',"b'Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 144Hz'","b'6.65 inches, 108.6 cm2 (~82.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)'","b'Android 10, Redmagic 3.0'",b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'No',"b'128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 256GB 16GB RAM'",,"b'LED flash, HDR, panorama'","b'8K@15fps, 4K@30/60fps, 1080p@30/60/120/240fps'","b'8 MP, f/2.0, (wide), 1.12\xc2\xb5m'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, aptX, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',"b'USB Type-C 3.0, USB On-The-Go; accessory connector'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4500 mAh, non-removable'","b'Fast charging 55W, 56% in 15 min, 100% in 40 min (advertised)'","b'Eclipse Black, Hot Rod Red, Black, Mars Red, Cyber Neon, Transparent'",b'$\xe2\x80\x89559.99 / \xc2\xa3\xe2\x80\x89533.33',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,,,,,,b'NX659J',"b'64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.0, 13mm (ultrawide), 1.12\xc2\xb5m 2 MP, (macro)'",b'32-bit/384kHz audio',"b'AnTuTu: 557056 (v8) GeekBench: 13370 (v4.4), 3387 (v5.1) GFXBench: 46fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-22.6 LUFS (Excellent)',b'Endurance rating 83h',,b'Corning Gorilla Glass',b'$\xe2\x80\x89559.99',b'$\xe2\x80\x89739.00',,b'$\xe2\x80\x89619.99',,,,,,,,,,,,,,
b'zte',b'ZTE Axon 10s Pro 5G',b'https://fdn2.gsmarena.com/vv/bigpic/zte-axon-10s-pro-5g-.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41'","b'41, 78 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2020, February 06'",b'Discontinued',b'159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in)',b'175 g (6.17 oz)',"b'Glass front, glass back, aluminum frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, HDR10'","b'6.47 inches, 102.8 cm2 (~87.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)'","b'Android 10, MiFavor 10'",b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'microSDXC (uses shared SIM slot)',"b'128GB 6GB RAM, 256GB 12GB RAM'",,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'","b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",b'Fast charging 18W Quick Charge 4+ Qi wireless charging',"b'Blue, Black'",,b'CDMA 800 / 1900 & TD-SCDMA',b'UFS 3.0',,,,,,,,,"b'48 MP, f/1.7, 28mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), PDAF, OIS, 3x optical zoom 20 MP, f/2.2, 125\xcb\x9a, 16mm (ultrawide)'",b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,,,
b'zte',b'ZTE Blade Max View',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-max-view-610dl.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 13, 66'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'",b'2019',b'Available. Released 2019',b'163.1 x 74.9 x 8.1 mm (6.42 x 2.95 x 0.32 in)',b'160 g (5.64 oz)',"b'Glass front, plastic back, plastic frame'",b'Nano-SIM',b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~76.0% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'","b'Android 7.1.1 (Nougat), upgradable to Android 8.1 (Oreo)'",b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC',b'32GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',b'8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'Unspecified',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,b'Black',b'About 90 EUR',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,,,,,,b'Z610DL',,b'eMMC 5.1',,,,,,,,,,,,"b'16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,
b'zte',b'ZTE Blade A7 Prime',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a7-prime.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 13'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2019, November'","b'Available. Released 2019, November'",b'156.7 x 72.9 x 8.1 mm (6.17 x 2.87 x 0.32 in)',b'165 g (5.82 oz)',"b'Glass front, plastic back, plastic frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 91.0 cm2 (~79.7% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.0, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3200 mAh, non-removable'",,b'Silver',b'About 90 EUR',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,"b'5 MP, f/2.2'",,,,,,,,,,,,
b'zte',b'ZTE Blade 10 Prime',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 12, 13, 66'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, November'","b'Available. Released 2019, November'",b'158 x 75.2 x 7.9 mm (6.22 x 2.96 x 0.31 in)',b'165 g (5.82 oz)',"b'Glass front, plastic back, plastic frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 99.1 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~400 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6771 Helio P60 (12 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'64GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps (gyro-EIS)',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3200 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0',b'Black',b'About 160 EUR',b'eMMC 5.1',,,,,,,,,b'Z6530',,,,,,,,,,,,,,"b'16 MP, f/1.8, 1/2.8"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, (depth)'",,,,,,,,,,,,,
b'zte',b'ZTE Blade 20',b'https://fdn2.gsmarena.com/vv/bigpic/ztel-blade-v20.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, October'","b'Available. Released 2019, October'",b'162.9 x 76.6 x 9 mm (6.41 x 3.02 x 0.35 in)',b'190 g (6.70 oz)',"b'Glass front, plastic back, plastic frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.49 inches, 103.4 cm2 (~82.9% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~265 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6771 Helio P60 (12 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'FM radio, recording'","b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Turquoise, Magic red'",b'About 130 EUR',b'CDMA 800',b'CDMA2000 1xEV-DO',,,,,,,,b'V1050',,b'eMMC 5.1',,,,,,,,,,,,"b'16 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, 12mm (ultrawide) 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,
b'zte',b'ZTE nubia Red Magic 3s',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-3s.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 66 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/150 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in)',b'215 g (7.58 oz)',"b'Glass front (Gorilla Glass 4), aluminum back, aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 90Hz'","b'6.65 inches, 108.6 cm2 (~80.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)'","b'Android 9.0 (Pie), Redmagic 2.0'",b'Qualcomm SM8150 Snapdragon 855+ (7 nm)',b'Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485)',b'Adreno 640 (700 MHz)',b'No',"b'128GB 8GB RAM, 256GB 12GB RAM'",,"b'LED flash, HDR, panorama'","b'8K@15fps, 4K@30/60fps, 1920fps'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'No',b'No',"b'USB Type-C 3.1, USB On-The-Go; accessory connector'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W Quick Charge 4+',"b'Mecha Silver, Cyber Shade, Eclipse Black'",b'About 820 EUR',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,,,,,,b'NX629J_V1S',,b'32-bit/384kHz audio',"b'AnTuTu: 358748 (v7), 495229 (v8)GeekBench: 11310 (v4.4)GFXBench: 37fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 69dB / Noise 73dB / Ring 84dB',b'Endurance rating 115h',,b'Corning Gorilla Glass 4',,,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'Noise -95.5dB / Crosstalk -92.4dB',,,,,,,,,,,
b'zte',b'ZTE nubia X 5G',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-x.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'NSA/Sub6',"b'HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)'",b'Not announced yet',b'Cancelled',b'-',b'-',"b'Glass front (Gorilla Glass 3), glass back, aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.26 inches, 97.8 cm2'","b'1080 x 2280 pixels, 19:9 ratio (~403 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'No',"b'64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM'",,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",b'Yes',b'No',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C, USB On-The-Go'","b'Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3800 mAh, non-removable'",b'Fast charging 18W Quick Charge 4',"b'Blue Gold, Sea Blue, Black Gold, Deep Gray, Starry Night (512 GB only)'",,b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,,b'32-bit/384kHz audio',,,,,,,b'Corning Gorilla Glass 3',,,,,"b'16 MP, f/1.8, PDAF 24 MP, f/1.7, PDAF'",,,b'Uses main cameras',,,,,,,,,,
b'zte',b'ZTE nubia Z20',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z20.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 34, 38, 39, 40, 41 - EU/Asia'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/150 Mbps'","b'2019, August'","b'Available. Released 2019, August'",b'158.6 x 75.3 x 9 mm (6.24 x 2.96 x 0.35 in)',b'186 g (6.56 oz)',"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, HDR10, 600 nits (typ)'","b'6.42 inches, 101.2 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)'","b'Android 9.0 (Pie), Nubia UI'",b'Qualcomm SM8150 Snapdragon 855+ (7 nm)',b'Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640 (700 MHz)',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 512GB 8GB RAM'",,"b'Dual-LED dual-tone flash, second soft flash, HDR, panorama'","b'8K@15fps, 4K@30/60fps, 1080p@30/60fps, 720p@1920fps'",,"b'Dual-LED dual-tone flash, HDR, panorama'","b'8K@15fps, 4K@30/60fps, 1080p@30/60fps, 720p@1920fps'",b'Yes',b'No',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'No',b'No',"b'USB Type-C, USB On-The-Go'","b'Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 27W USB Power Delivery 2.0',"b'Twilight Blue, Diamond Black'",b'About 550 EUR',b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,b'NX627J',"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 8 MP, f/2.4, (telephoto), 3x optical zoom 16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0\xc2\xb5m, AF'",b'32-bit/384kHz audio',"b'AnTuTu: 371150 (v7), 355478 (v8) GeekBench: 10101 (v4.4) GFXBench: 37fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 71dB / Noise 73dB / Ring 74dB',b'Endurance rating 100h',,b'Corning Gorilla Glass 5',,,,,,,,,b'Uses main cameras',,,,,,,,,
