Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Languages,Clock,Alarm,Stand-by_1,Talk time_1
b'panasonic',b'Panasonic P88',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p88.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, December'","b'Available. Released 2016, December'",b'8.4 mm thickness',b'156 g (5.50 oz)',b'Dual SIM',b'IPS LCD',"b'5.3 inches, 77.4 cm2'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,b'Tripple-LED flash',b'1080p@30fps',"b'13 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2600 mAh, removable'",,"b'Gold, Charcoal Grey'",b'P88',b'About 160 EUR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P55 Novo',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p55-novo.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, November'","b'Available. Released 2016, November'",b'147.9 x 73.8 x 8.2 mm (5.82 x 2.91 x 0.32 in)',b'155 g (5.47 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~76.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Octa-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'16GB 3GB RAM',,b'Tripple-LED flash',b'1080p@30fps',"b'13 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",,"b'Champagne Gold, Smoke Grey/Midnight Blue'","b'P55 Novo, P55 Novo 4G'",b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P77',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p77.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, September'","b'Available. Released 2016, September'",b'143 x 72 x 7.6 mm (5.63 x 2.83 x 0.30 in)',b'126 g (4.44 oz)',b'Hybrid Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop)',b'Mediatek MT6735P (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (uses shared SIM slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'",,"b'White, Gray'",,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Tapp',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-tapp.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, October'","b'Available. Released 2016, October'",b'143 x 71 x 8.2 mm (5.63 x 2.80 x 0.32 in)',b'138 g (4.87 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Quad-core 1.25 GHz',,b'microSDHC',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity'","b'Li-Ion 2800 mAh, non-removable'",,"b'Champagne Gold, Silver Gray'",,b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Arc 2',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-arc2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, August'","b'Available. Released 2016, August'",b'144 x 72 x 7.6 mm (5.67 x 2.83 x 0.30 in)',b'147 g (5.19 oz)',b'Hybrid Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz',,b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2450 mAh, non-removable'",,"b'Gold, Rose Gold'",b'Eluga_Arc_2',b'About 200 EUR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Note',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-note.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, July'","b'Available. Released 2016, July'",b'146 x 74.5 x 8.2 mm (5.75 x 2.93 x 0.32 in)',b'142 g (5.01 oz)',b'Dual SIM',b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~76.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0.1 (Marshmallow), FitHome UI'",,b'Octa-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'32GB 3GB RAM',,b'Triple-LED flash',b'1080p@30fps',"b'16 MP, f/1.9, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,b'Champagne Gold',,b'About 170 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga A2',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, April'",b'143.8 x 72 x 8.9 mm (5.66 x 2.83 x 0.35 in)',b'167.5 g (5.93 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), FitHome UI'",b'Mediatek MT6735M (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Gold, Silver'",b'Eluga_A2',b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga I3',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, May'",b'151 x 77 x 8.2 mm (5.94 x 3.03 x 0.32 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1 (Lollipop), FitHome UI'",,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2700 mAh, removable'",,"b'Rose Gold, Champagne Gold, Marine Blue'",b'Eluga_I3',b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga I2 (2016)',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i2-2016.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, May'",b'144.2 x 71.2 x 8.8 mm (5.68 x 2.80 x 0.35 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), FitHome UI'",,b'Quad-core 1.0 GHz',,b'microSDHC (dedicated slot)',"b'16GB 2GB RAM, 16GB 3GB RAM'",,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Metallic Silver, Metallic Gold, Metallic Grey'",,b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Arc',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-arc.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 900 / 2100',"b'3, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, May'",b'139 x 67 x 8.1 mm (5.47 x 2.64 x 0.32 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 5.1 (Lollipop)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 1800 mAh, non-removable'",b'Charging 10W',b'Gold',,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P66',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p66.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 2100',,,b'HSPA',"b'2016, February'","b'Available. Released 2016, February'",b'142.4 x 70.9 x 8.4 mm (5.61 x 2.79 x 0.33 in)',b'155 g (5.47 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3200 mAh, non-removable'",,"b'Rose Gold, Russet Brown & Electric Blue'",,b'About 110 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Turbo',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-turbo.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1900 / 2100',"b'3, 5, 40'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, January'",b'142.4 x 71.2 x 6.9 mm (5.61 x 2.80 x 0.27 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), FitHome UI'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.5 GHz Cortex-A53',b'Mali-T720MP3',b'microSDHC (uses shared SIM slot)',b'32GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2350 mAh, non-removable'",,"b'Marine Blue, Champagne Gold, Rose Gold'",b'ELUGA Turbo',b'About 140 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic T50',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-t50.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',,,b'HSPA',"b'2016, March'","b'Available. Released 2016, March'",b'131.7 x 66.3 x 8.8 mm (5.19 x 2.61 x 0.35 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~63.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Android 5.1 (Lollipop), Sail UI'",,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'720p@30fps',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1600 mAh, non-removable'",,"b'Midnight Blue, Rose Gold, Champagne Gold'",,b'About 70 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Mark',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-mark.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 40'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, December. Released 2015, December'",b'Discontinued',b'152 x 77 x 8.2 mm (5.98 x 3.03 x 0.32 in)',b'145 g (5.11 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 5.1 (Lollipop)',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Ion 2500 mAh, non-removable'",,"b'Royal Gold, Metallic Grey'",,b'About 200 EUR',,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,b'Up to 900 h',b'Up to 19 h',,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Switch',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-switch.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'24-bit/192kHz audio',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA, LTE'","b'2015, September. Released 2015, October'",b'Discontinued',b'152.7 x 75.1 x 7.4 mm (6.01 x 2.96 x 0.29 in)',b'141 g (4.97 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm MSM8936 Snapdragon 610 (28 nm)',,b'Adreno 405',b'No',b'32GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',"b'Yes, dual speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2910 mAh, non-removable'",,b'Gunmetal Grey',,b'About 270 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga L2',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l2.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA, LTE'","b'2015, August. Released 2015, August'",b'Discontinued',b'153 x 77.5 x 8.6 mm (6.02 x 3.05 x 0.34 in)',b'158 g (5.57 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~200 ppi density)'",b'Android 5.1 (Lollipop)',,b'Quad-core 1.0 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, non-removable'",,"b'Black, Gray'",,b'About 140 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga I2',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i2.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA, LTE'","b'2015, August. Released 2015, August'",b'Discontinued',b'144.2 x 71.2 x 8.8 mm (5.68 x 2.80 x 0.35 in)',b'135 g (4.76 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop)',,b'Quad-core 1.0 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Gold, Silver, Gray'",b'ELUGA_I2',b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic T45',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-t45.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1900 / 2100',b'LTE 700 / 800 / 900 / 1700 / 1900 / 2300 / 2600',,"b'HSPA, LTE'","b'2015, August. Released 2015, August'",b'Discontinued',b'130.6 x 65.3 x 9.5 mm (5.14 x 2.57 x 0.37 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~65.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 5.1 (Lollipop)',b'Mediatek MT6735M (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 1800 mAh, removable'",,"b'White, Black'",,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Icon',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-icon.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',b'LTE (unspecified)',,"b'HSPA, LTE'","b'2015, August. Released 2015, August'",b'Discontinued',b'152.3 x 76.4 x 8 mm (6.00 x 3.01 x 0.31 in)',b'147 g (5.19 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Octa-core 1.5 GHz',,b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 3500 mAh, non-removable'",,b'Black',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,b'Up to 900 h (3G)',b'Up to 19 h (3G)',,,,,,,,,,,,,,,,
