Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Dual,Single_1,Charging,Models,Stand-by,Talk time,SAR EU,Music play,GPRS,EDGE,_1,Infrared port,_1_1,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Dual_1,5G bands,512GB 16GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,SAR,Quad,128GB 6GB RAM,Phonebook,Call records,Messaging,Games,Java,Keyboard
b'lenovo',b'Lenovo A390',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a390.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2013, April. Released 2013, April'",b'Discontinued',b'125.6 x 64 x 10.1 mm (4.94 x 2.52 x 0.40 in)',b'131 g (4.62 oz)',,b'Dual SIM (Mini-SIM)',b'TFT',"b'4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'Mediatek MT6577 (40 nm)',b'Dual-core 1.0 GHz Cortex-A9',b'PowerVR SGX531u',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'No',,,b'Yes',b'5 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'",b'3.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'","b'Black, White'",b'About 70 EUR',,,,,b'Up to 220 h (2G) / Up to 180 h (3G)',b'Up to 14 h (2G) / Up to 9 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A369i',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a369i.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 7.2/5.76 Mbps',"b'2013, Q3. Released 2013, Q3'",b'Discontinued',b'124 x 64 x 11.7 mm (4.88 x 2.52 x 0.46 in)',b'120 g (4.23 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'No',,,b'480p',b'2 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'3.0',b'A-GPS only',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 1500 mAh, removable'",b'Black',b'About 70 EUR',,,,b'A369i',b'Up to 288 h (2G) / Up to 288 h (3G)',b'Up to 14 h 30 min (2G) / Up to 8 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A269i',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a269i.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 7.2/5.76 Mbps',"b'2013, September. Released 2013, October'",b'Discontinued',b'-',b'112 g (3.95 oz)',,b'Dual SIM (Mini-SIM)',b'TFT',"b'3.5 inches, 36.5 cm2'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 2.3 (Gingerbread)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.0 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'512MB 256MB RAM',b'No',,,b'Yes',b'2 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 1300 mAh, removable'",b'Black',b'About 70 EUR',,,,,b'Up to 504 h',b'Up to 19 h',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S920',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s920.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 7.2/5.76 Mbps',"b'2013, March. Released 2013, May'",b'Discontinued',b'154 x 77.7 x 7.9 mm (6.06 x 3.06 x 0.31 in)',b'159 g (5.61 oz)',,b'Dual SIM',b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~64.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'",,b'Android 4.2.1 (Jelly Bean)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual band'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2250 mAh, removable'","b'White, Blue'",b'About 250 EUR',,b'2 MP',,,b'Up to 480 h (2G) / Up to 480 h (3G)',b'Up to 25 h (2G) / Up to 12 h (3G)',b'0.46 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab S6000H',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA 42.2/11.5 Mbps',"b'2013, Q1. Released 2013, Q2'",b'Discontinued',b'260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in)',b'560 g (1.23 lb)',,b'Yes',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT8389',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDXC (dedicated slot)',b'32GB 1GB RAM',b'HDMI port',,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, compass'","b'Li-Po 6350 mAh, non-removable (23.5 Wh)'",b'Black',b'About 300 EUR',,b'VGA',,,,b'Up to 8 h (multimedia)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab S6000F',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg',b'No cellular connectivity',b'N/A',,,,"b'2013, Q1. Released 2013, Q2'",b'Discontinued',b'260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in)',b'560 g (1.23 lb)',,b'No',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544MP2',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',b'HDMI port',,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Po 6350 mAh, non-removable (23.5 Wh)'",b'Black',b'About 220 EUR',,b'VGA',,,,b'Up to 8 h (multimedia)',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab S6000L',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg',b'No cellular connectivity',b'N/A',,,,"b'2013, Q1. Released 2013, Q2'",b'Discontinued',b'260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in)',b'560 g (1.23 lb)',,b'No',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544MP2',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',b'No',,,b'Yes',b'VGA',,,"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Po 6350 mAh, non-removable (23.5 Wh)'",b'Black',b'About 190 EUR',,,,,,b'Up to 8 h (multimedia)',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab S6000',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg',b'No cellular connectivity',b'N/A',,,,"b'2013, Q1. Released 2013, Q2'",b'Discontinued',b'259.1 x 180.3 x 7.6 mm (10.20 x 7.10 x 0.30 in)',b'562.5 g (1.24 lb)',,b'No',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~63.3% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544MP2',b'microSDXC (dedicated slot)',"b'16GB 1GB RAM, 32GB 1GB RAM'",b'HDMI port',,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Po 6350 mAh, non-removable (23.5 Wh)'",b'Black',,,b'VGA',,,,b'Up to 8 h (multimedia)',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab A3000',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-a3000.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA (optional)',,b'HSPA',"b'2013, January. Released 2013, May'",b'Discontinued',b'194 x 120 x 11 mm (7.64 x 4.72 x 0.43 in)',b'339 g (11.96 oz)',,b'Single SIM or Dual SIM (dual stand-by)',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~59.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,"b'Android 4.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean)'",b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',,,,b'1080p@30fps',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Po 3500 mAh, non-removable'",b'Black',b'About 180 EUR',,b'VGA',,b'A3000-H',b'Up to 336 h',b'Up to 8 h',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab A1000',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-a1000.jpg',b'No cellular connectivity',b'N/A',,,,"b'2013, January. Released 2013, May'",b'Discontinued',b'199 x 121 x 10.7 mm (7.83 x 4.76 x 0.42 in)',b'340 g (11.99 oz)',,b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~57.3% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,"b'Android 4.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean)'",b'Mediatek MT8317',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX531u',b'microSDHC (dedicated slot)',"b'4GB 1GB RAM, 16GB 1GB RAM'",b'No',,,b'No',b'VGA',,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Po 3500 mAh, non-removable'","b'Black, White'",b'About 150 EUR',,,,,b'Up to 336 h',b'Up to 8 h',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K900',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k900-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',,b'HSPA',"b'2013, January. Released 2013, April'",b'Discontinued',b'157 x 78 x 6.9 mm (6.18 x 3.07 x 0.27 in)',b'162 g (5.71 oz)',,b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 2',b'Android 4.2 (Jelly Bean)',b'Intel Atom Z2580',b'Dual-core 2.0 GHz',b'PowerVR SGX544MP2',b'No',"b'16GB 2GB RAM, 32GB 2GB RAM'",,,b'Dual-LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual band, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2500 mAh, non-removable'",b'Black/Gray',b'About 360 EUR',,b'2 MP',,,b'Up to 300 h (2G) / Up to 300 h (3G)',b'Up to 15 h (2G) / Up to 12 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S890',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s890.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2013, January. Released 2013, January'",b'Discontinued',b'143 x 74.2 x 9.3 mm (5.63 x 2.92 x 0.37 in)',b'176 g (6.21 oz)',,b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",,b'Android 4.1 (Jelly Bean)',b'Mediatek MT6577 (40 nm)',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX531u',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,,b'LED flash',b'720p',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2250 mAh, removable'","b'Black, Blue, White'",b'About 230 EUR',,b'VGA',,,,,b'0.41 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo IdeaTab A2107',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-a2107.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 1900 - for AT&T',,b'HSPA',"b'2013, January. Released 2013, January'",b'Discontinued',b'195.1 x 125 x 11.9 mm (7.68 x 4.92 x 0.47 in)',b'400 g (14.11 oz)',,"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'7.0 inches, 137.9 cm2 (~56.5% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'Android 4.0.3 (Ice Cream Sandwich)',b'Mediatek MT6575 (40 nm)',b'1.0 GHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'GSM 850 / 1900 - for AT&T',,,b'720p',b'3.15 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'3.0',"b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3550 mAh, non-removable'",b'Black',b'About 150 EUR',,b'VGA',,,b'Up to 500 h',b'Up to 7 h',,,,,b'HSDPA 2100 - SIM 1 only',,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A830',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a830.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2013. Released 2013',b'Discontinued',b'147 x 73 x 9.4 mm (5.79 x 2.87 x 0.37 in)',b'165.4 g (5.82 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.2% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",,b'Android 4.2.1 (Jelly Bean)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDXC (dedicated slot)',b'4GB 1GB RAM',,,b'LED flash',b'720p',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2250 mAh, removable'","b'Black, White'",b'About 140 EUR',,b'VGA',,,,,b'0.38 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A820',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a820.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',b'2013. Released 2013',b'Discontinued',b'135 x 68.2 x 9.9 mm (5.31 x 2.69 x 0.39 in)',b'151 g (5.33 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~60.6% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",,b'Android 4.1.2 (Jelly Bean)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',b'No',,,b'720p',"b'8 MP, AF'",,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",b'Black',b'About 110 EUR',,,,,,,b'0.37 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A800',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a800.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2013, January. Released 2013, January'",b'Discontinued',b'133.5 x 68.9 x 11.5 mm (5.26 x 2.71 x 0.45 in)',b'155 g (5.47 oz)',,b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~60.7% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'Mediatek MT6577T (40 nm)',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',"b'4GB (1.65 user available), 512MB RAM'",b'No',,,b'720p',"b'5 MP, AF'",,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'","b'Black, White'",b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A789',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a789.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2012, June. Released 2012, August'",b'Discontinued',b'126.6 x 65.4 x 13.2 mm (4.98 x 2.57 x 0.52 in)',b'154.8 g (5.43 oz)',,b'Dual SIM (Mini-SIM)',b'TFT',"b'4.0 inches, 45.5 cm2 (~55.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'Mediatek MT6577 (40 nm)',b'Dual-core 1.0 GHz Cortex-A9',b'PowerVR SGX531u',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,,b'720p',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',"b'FM radio, FM transmitter'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",b'Black',b'About 150 EUR',,b'VGA',,,,,b'0.44 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A690',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a690.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2013, January. Released 2013, January'",b'Discontinued',b'124 x 65 x 11 mm (4.88 x 2.56 x 0.43 in)',b'134 g (4.73 oz)',,b'Dual SIM (Mini-SIM)',b'TFT',"b'4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 2.3.6 (Gingerbread)',b'Mediatek MT6575 (40 nm)',b'1.0 GHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',"b'512MB RAM, 512MB'",b'No',,,b'480p',b'3.15 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",b'Black',b'About 90 EUR',,,,,,,b'0.25 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S720',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s720.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2013, January. Released 2013, January'",b'Discontinued',b'132.3 x 68.3 x 9.9 mm (5.21 x 2.69 x 0.39 in)',b'140 g (4.94 oz)',,b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~61.8% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'Mediatek MT6577 (40 nm)',b'Dual-core 1.0 GHz Cortex-A9',b'PowerVR SGX531u',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,b'LED flash',b'720p',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'","b'Pink, White'",b'About 230 EUR',,b'1 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo P770',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-p770.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2012, November. Released 2012, November'",b'Discontinued',b'133 x 67 x 11.9 mm (5.24 x 2.64 x 0.47 in)',b'161 g (5.68 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~62.6% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",,b'Android 4.1 (Jelly Bean)',b'Mediatek MT6577 (40 nm)',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX531u',"b'microSDHC (dedicated slot), 8 GB included'",b'4GB 1GB RAM',,,b'LED flash',"b'Yes,'","b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3500 mAh, removable'",b'Black',b'About 140 EUR',,b'VGA',,,b'Up to 644 h',b'Up to 29 h',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A60+',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a60-plus.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100 - SIM 1 only',,b'HSPA 7.2/5.76 Mbps',b'2012',b'Discontinued',b'115.8 x 60.8 x 11.9 mm (4.56 x 2.39 x 0.47 in)',b'135 g (4.76 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'3.5 inches, 36.5 cm2 (~51.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 2.3.6 (Gingerbread)',b'Mediatek MT6575 (40 nm)',b'1.0 GHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',"b'256MB RAM, 512MB'",b'No',,,b'480p',"b'2 MP, AF'",,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",b'Black',b'About 70 EUR',,,,,b'Up to 192 h (2G) / Up to 192 h (3G)',b'Up to 5 h (2G) / Up to 3 h (3G)',,,,,b'MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Photo/video editor Document viewer',,,,,,,,,,,,,,,,,,,,,,,
