Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Dual,Single_1,Charging,Models,Stand-by,Talk time,SAR EU,Music play,GPRS,EDGE,_1,Infrared port,_1_1,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Dual_1,5G bands,512GB 16GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,SAR,Quad,128GB 6GB RAM,Phonebook,Call records,Messaging,Games,Java,Keyboard
b'lenovo',b'Lenovo Phab2',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-phab2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - EMEA',"b'1, 2, 3, 5, 7, 8, 20, 38, 40, 41 - EMEA'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, June'","b'Available. Released 2016, June'",b'175 x 89.5 x 9.6 mm (6.89 x 3.52 x 0.38 in)',b'225 g (7.94 oz)',,"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 112.9 cm2 (~72.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~229 ppi density)'",,b'Android 6.0 (Marshmallow)',b'Mediatek MT8735',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',,"b'LED flash, HDR, panorama'",b'720p@30fps',"b'13 MP, f/2.0, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 4050 mAh, non-removable'","b'Gunmetal Grey, Champagne Gold'",b'About 230 EUR',,b'5 MP',,"b'PB2-650M, PB2-650Y'",,,,,,,"b'2, 4, 5, 7, 12, 13, 17 - USA'",,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Phab2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-phab2-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100 - EMEA',"b'1, 2, 3, 5, 7, 8, 20, 38, 40, 41 - \xd0\x95\xd0\x9c\xd0\x95\xd0\x90'","b'HSPA 42.2/5.76 Mbps, LTE-\xd0\x90 (2CA) Cat7 300/100 Mbps'","b'2016, June'","b'Available. Released 2016, November'",b'179.8 x 88.6 x 10.7 mm (7.08 x 3.49 x 0.42 in)',b'259 g (9.14 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 112.9 cm2 (~70.9% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~459 ppi density)'",,b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8976 Snapdragon 652 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)',b'Adreno 510',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - USA',,"b'Depth & motion tracking sensors, HDR, panorama'",b'1080p@30fps',"b'16 MP, PDAF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4050 mAh, non-removable'","b'Gunmetal Grey, Champagne Gold'",b'About 350 EUR',,"b'8 MP, f/2.2, 1/3.2"", 1.4\xc2\xb5m'",b'Fast charging 18W Quick Charge3.0',"b'PB2-690M, PB2-690Y'",,,,,,,"b'2, 4, 5, 7, 12, 17, 20, 30 - USA'",,b'Project Tango',b'Basemark OS II 2.0: 1596Basemark X: 15210',b'Contrast ratio: 1784:1',,b'Voice 64dB / Noise 66dB / Ring 81dB',b'Noise - 92.2 / Crosstalk - 63.5',b'Endurance rating 96h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo ZUK Z2',b'https://fdn2.gsmarena.com/vv/bigpic/zuk-z2-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2016, May'","b'Available. Released 2016, June'",b'141.7 x 68.9 x 8.5 mm (5.58 x 2.71 x 0.33 in)',b'149 g (5.26 oz)',"b'Glass front, glass back, aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.0 inches, 68.9 cm2 (~70.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",,"b'Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), ZUI 2.5'",b'Qualcomm MSM8996 Snapdragon 820 (14 nm)',b'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'No',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'CDMA 800',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, 720p@120fps'","b'13 MP, f/2.2, 1/2.6"", 1.34\xc2\xb5m, PDAF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'","b'Titanium Black, Ceramic White'",b'About 220 EUR',,"b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m'",,"b'ZUK Z2132, ZUK Z2131, Z2 Plus, Z2131'",,,,,,,b'TD-SCDMA',,b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe C',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 20, 38, B40, B41'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, May'",b'143.5 x 71.8 x 9 mm (5.65 x 2.83 x 0.35 in)',b'166 g (5.86 oz)',"b'Glass front, plastic back, plastic frame'","b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1.1 (Lollipop)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'720p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2300 mAh, removable'","b'Black, White'",b'About 90 EUR',,b'2 MP',,b'A2020a40',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo ZUK Z2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/zuk-z2-pro-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, April'","b'Available. Released 2016, June'",b'145.4 x 70.5 x 7.5 mm (5.72 x 2.78 x 0.30 in)',b'145 g (5.11 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'5.2 inches, 74.5 cm2 (~72.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Corning Gorilla Glass (unspecified version)',"b'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZUI 2.5'",b'Qualcomm MSM8996 Snapdragon 820 (14 nm)',b'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'No',"b'64GB 4GB RAM, 128GB 6GB RAM'",b'CDMA 800',,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/1.8, 1.34\xc2\xb5m, PDAF, OIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',b'USB Type-C 3.1',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate, altimeter'","b'Li-Ion 3100 mAh, non-removable'","b'Titanium Black, Ceramic White'",b'About 350 EUR',,"b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m'",b'Fast charging 18W Quick Charge 3.0',b'ZUK Z2121',,,,,,,b'TD-SCDMA',,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab3 10',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-10.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2016, February'","b'Available. Released 2016, June'",b'247 x 171 x 8.9 mm (9.72 x 6.73 x 0.35 in)',b'509 g (1.12 lb)',,b'Micro-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~70.0% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0.1 (Marshmallow)',b'Mediatek MT8161 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 3GB RAM'",,,,b'1080p@30fps',"b'8 MP, AF'",,b'720p',"b'Yes, dual speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 7000 mAh, non-removable'",b'Black',b'About 280 EUR',,b'5 MP',,,,b'Up to 17 h (multimedia)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab3 8',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, February'","b'Available. Released 2016, June'",b'210 x 125 x 8.9 mm (8.27 x 4.92 x 0.35 in)',b'329 g (11.61 oz)',,b'Micro-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~70.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",,b'Android 6.0.1 (Marshmallow)',b'Mediatek MT8161 (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',"b'16GB 1GB RAM, 16GB 2GB RAM'",,,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, dual speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4290 mAh, non-removable'","b'Black, White'",b'About 120 EUR',,b'2 MP',,,,b'Up to 8 h (multimedia)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab3 7',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-711.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, February'","b'Available. Released 2016, April'",b'191 x 100 x 8.8 mm (7.52 x 3.94 x 0.35 in)',b'260 g (9.17 oz)',,b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~72.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'Android 6.0 (Marshmallow) or 5.0 (Lollipop)',b'Mediatek MT8161 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'1080p@30fps',"b'2 MP, AF or 5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3450 mAh, non-removable'",b'Black',b'About 80 EUR',,b'VGA or 2 MP',,"b'TB3-710I, TB-7703X, TB3-730X, TB3-710F'",,b'Up to 9 h (multimedia)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe K5 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, February'","b'Available. Released 2016, April'",b'142 x 71 x 8 mm (5.59 x 2.80 x 0.31 in)',b'142 g (5.01 oz)',"b'Glass front, aluminum/plastic back, aluminum frame'",b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",,b'Android 5.1 (Lollipop)',b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)',b'Adreno 405',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 4.5',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2750 mAh, removable'","b'Silver, Gold'",b'About 140 EUR',,"b'5 MP, f/2.8'",,"b'A6020a46, Vibe K5 Plus'",,,,,,,,,,b'Basemark OS II 2.0: 884Basemark X: 4863',"b'Contrast ratio: 998 (nominal), 2.473 (sunlight)'",b'Photo / Video',b'Voice 72dB / Noise 71dB / Ring 81dB',b'Noise -93.8dB / Crosstalk -91.3dB',b'Endurance rating 62h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe K5',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, February 21'","b'Available. Released 2016, June 13'",b'142 x 71 x 8 mm (5.59 x 2.80 x 0.31 in)',b'142 g (5.01 oz)',"b'Glass front, aluminum/plastic back, aluminum frame'","b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 5.1 (Lollipop)',b'Qualcomm MSM8929 Snapdragon 415 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)',b'Adreno 405',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 4.5',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2750 mAh, removable'","b'Champagne Gold, Platinum Silver'",b'About 120 EUR',,"b'5 MP, f/2.8'",,"b'A6020a40, A6020a41, A6020l36, A6020l37'",,,,,,,,,,b'Basemark OS II 2.0: 789Basemark X: 4263',"b'Contrast ratio: 804 (nominal), 2.459 (sunlight)'",b'Photo / Video',b'Voice 70dB / Noise 70dB / Ring 78dB',b'Noise -90.0dB / Crosstalk -91.5dB',b'Endurance rating 64h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A7000 Turbo',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000-turbo.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, January'",b'152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in)',b'150 g (5.29 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,"b'Android 5 (Lollipop), Vibe UI 2'",b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2900 mAh, removable'",b'Matte Black',b'About 180 EUR',,"b'5 MP, f/2.2'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe P1 Turbo',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-p1-turbo.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 20, 40'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, February'","b'Available. Released 2016, February'",b'152.9 x 75.6 x 9.9 mm (6.02 x 2.98 x 0.39 in)',b'189 g (6.67 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 3',b'Android 5.1 (Lollipop)',b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.6 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 4.5',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4900 mAh, non-removable'","b'Platinum, Graphite Grey, Gold'",b'About 260 EUR',,"b'5 MP, f/2.8'",b'Fast charging 18W Quick Charge 2.0',"b'P1a42, P1c72'",b'Up to 648 h (2G) / Up to 600 h (3G)',b'Up to 49 h (2G) / Up to 44 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K5 Note',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-note.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, January'",b'152 x 75.7 x 8.5 mm (5.98 x 2.98 x 0.33 in)',b'165 g (5.82 oz)',"b'Glass front, aluminum/plastic back, aluminum frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'Android 5.1 (Lollipop)',b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 32GB 4GB RAM'",b'eMMC 5.1',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'","b'Silver, Gold, Gray'",b'About 190 EUR',,b'8 MP',,"b'A7020a48, K52e78, A7020a40'",b'Up to 543 h (3G)',b'Up to 34 h (2G) / Up to 27 h 30 min (3G)',b'1.10 W/kg (head) \xc2\xa0 \xc2\xa0 1.18 W/kg (body)',,,,b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Lemon 3',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-lemon-3-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, January'",b'142 x 71 x 8 mm (5.59 x 2.80 x 0.31 in)',b'142 g (5.01 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",,b'Android 5.1 (Lollipop)',b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)',b'Adreno 405',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'TD-SCDMA',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2750 mAh, removable'","b'Silver, Gold'",b'About 110 EUR',,b'5 MP',,,b'Up to 360 h (3G)',b'Up to 32 h (3G)',,,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe S1 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-s1-lite1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 7, 5, 8, 20, 38, 40, 41'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, May'",b'145 x 71 x 8.6 mm (5.71 x 2.80 x 0.34 in)',b'129 g (4.55 oz)',,"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",,b'Android 5.1 (Lollipop)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T760MP2',b'microSDXC',b'16GB 2GB RAM',,,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2700 mAh, non-removable'","b'Matte White, Matte Blue'",b'About 210 EUR',,"b'8 MP, f/2.2, 1/3.2"", 1.4\xc2\xb5m'",,b'S1La40',b'Up to 225 h (2G) / Up to 225 h (3G)',b'Up to 18 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
