Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,Triple,Single,128GB 6GB RAM,Build,Models,128GB 4GB RAM,32GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,Single_1,256GB 8GB RAM,SAR,Protection,256GB 12GB RAM,256GB 6GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Stand-by_1,Talk time_1,Alert types,Languages,Clock,Alarm
b'motorola',b'Motorola EX226',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-ex226.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'No',b'HSDPA 850 / 2100 - SIM 1 only',b'SNS integration MP3/WAV/AAC player MP4/H.263 player Organizer Voice memo Predictive text input',,,b'HSPA 7.2/5.76 Mbps',"b'2011, September. Released 2011, Q4'",b'Discontinued',b'105.5 x 60 x 10 mm (4.15 x 2.36 x 0.39 in)',b'90 g (3.17 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",,"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~28.2% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'50MB 128MB ROM 64MB RAM',,,b'@30fps',,,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP, EDR'",b'No',,"b'Stereo FM radio, RDS'",b'microUSB 2.0',b'',b'Removable Li-Ion 910 mAh battery',,b'Smoke Gray with Licorice',b'About 70 EUR',,b'3.15 MP',,,,,,,,,,,,,,,b'0.81 W/kg (head) \xc2\xa0 \xc2\xa0 0.80 W/kg (body)',,,,,,,,b'Up to 6 h 40 min',b'Up to 250 h',,,b'QWERTY',"b'Yes, Photocall'",b'Yes',"b'SMS(threaded view), MMS, Email, Push Email, IM'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",,,,,,,,
b'motorola',b'Motorola Motokey Social',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-social-ex225.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'No',b'HSDPA 850 / 1900',b'Facebook dedicated key SNS integration MP3/WAV/AAC player MP4/H.263 player Organizer Voice memo Predictive text input',,,b'HSPA',"b'2011, November. Released 2011, November'",b'Discontinued',b'105.5 x 60 x 9.9 mm (4.15 x 2.36 x 0.39 in)',b'87 g (3.07 oz)',b'Mini-SIM',,"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~28.2% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'50MB 128MB ROM 64MB RAM',,,b'@30fps',,,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP, EDR'",b'No',,"b'Stereo FM radio, RDS'",b'microUSB 2.0',b'',b'Removable Li-Ion 910 mAh battery',,b'Smoke Gray',b'About 120 EUR',,b'3.15 MP',,,,,,,,,,,,,,,,,,,,,,,b'Up to 8 h',b'Up to 672 h',,,b'QWERTY',"b'Yes, Photocall'",b'Yes',"b'SMS(threaded view), MMS, Email, Push Email, IM'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",,,,,,,,
b'motorola',b'Motorola XOOM 2 Media Edition 3G MZ608',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2-media-edition-3g-mz608.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'3D virtual surround sound',b'HSDPA 850 / 900 / 1900 / 2100',b'HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input',,,b'HSPA 21.1/5.76 Mbps',"b'2011, December. Released 2011, December'",b'Discontinued',b'216 x 139 x 9 mm (8.50 x 5.47 x 0.35 in)',b'386 g (13.62 oz)',b'Mini-SIM',,b'TFT',"b'8.2 inches, 195.0 cm2 (~64.9% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~184 ppi density)'","b'Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,b'LED flash',b'720p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass, barometer'",b'Non-removable Li-Ion 3960 mAh battery',,b'Black',b'About 210 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,b'1.3 MP',,,b'Corning Gorilla Glass',,,,,b'Yes',,b'Up to 6 h',b'Up to 648 h',,,,,,,,,b'Up to 72 h',,,,,,,
b'motorola',b'Motorola XOOM 2 Media Edition MZ607',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2-media-edition.jpg',b'No cellular connectivity',b'N/A',b'3D virtual surround sound',,b'HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input',,,,"b'2011, November. Released 2011, December'",b'Discontinued',b'216 x 139 x 9 mm (8.50 x 5.47 x 0.35 in)',b'386 g (13.62 oz)',b'No',,b'TFT',"b'8.2 inches, 195.0 cm2 (~64.9% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~184 ppi density)'","b'Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',b'microSDHC (dedicated slot)',"b'16GB 1GB RAM, 32GB 1GB RAM'",,b'LED flash',b'720p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass, barometer'",b'Non-removable Li-Ion 3960 mAh battery',,b'Black',b'About 210 EUR',,"b'5 MP, AF'",,,b'MZ607',,,,,,,,,,b'1.3 MP',,,b'Corning Gorilla Glass',,,,,b'Yes',,b'Up to 6 h',,b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola XOOM 2 3G MZ616',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2-3g-mz616.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'Splash resistant',b'HSDPA 850 / 900 / 1900 / 2100',b'3D virtual surround sound',,,b'HSPA 21.1/5.76 Mbps',"b'2011, December. Released 2011, December'",b'Discontinued',b'253.9 x 173.6 x 8.8 mm (10.00 x 6.83 x 0.35 in)',b'599 g (1.32 lb)',b'Mini-SIM',b'HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input',b'HD-IPS LCD',"b'10.1 inches, 295.8 cm2 (~67.1% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'","b'Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',b'microSDHC (dedicated slot)',"b'16GB 1GB RAM, 32GB 1GB RAM'",,b'LED flash',b'720p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass, barometer'",b'Non-removable Li-Ion 7000 mAh battery',,b'Black',b'About 210 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,b'1.3 MP',,,b'Corning Gorilla Glass',,,,,b'Yes',,b'Up to 10 h',,,,,,,,,,,,,,,,,
b'motorola',b'Motorola XOOM 2 MZ615',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2.jpg',b'No cellular connectivity',b'N/A',b'Splash resistant',,b'3D virtual surround sound',,,,"b'2011, November. Released 2011, December'",b'Discontinued',b'253.9 x 173.6 x 8.8 mm (10.00 x 6.83 x 0.35 in)',b'599 g (1.32 lb)',b'No',b'HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input',b'HD-IPS LCD',"b'10.1 inches, 295.8 cm2 (~67.1% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'","b'Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',b'microSDHC (dedicated slot)',"b'16GB 1GB RAM, 32GB 1GB RAM'",,b'LED flash',b'720p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass, barometer'",b'Non-removable Li-Ion 7000 mAh battery',,b'Black',b'About 210 EUR',,"b'5 MP, AF'",,,b'MZ615',,,,,,,,,,b'1.3 MP',,,b'Corning Gorilla Glass',,,,,,,b'Up to 10 h',,b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola XOOM Media Edition MZ505',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-media-edition-mz505.jpg',b'No cellular connectivity',b'N/A',b'HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input',,,,,,"b'2011, October. Released 2012, January'",b'Discontinued',b'260 x 177 x 11.4 mm (10.24 x 6.97 x 0.45 in)',b'650 g (1.43 lb)',b'No',,b'TFT',"b'10.1 inches, 295.8 cm2 (~64.3% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'","b'Android 3.1 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)'",b'Nvidia Tegra 2 T20',b'Dual-core 1.0 GHz Cortex-A9',b'ULP GeForce',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,b'LED flash',b'720p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'",b'Non-removable Li-Ion battery (24.8 Wh)',,b'Black',b'About 230 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,b'1.3 MP',,,,,,,,,,b'Up to 10 h',b'Up to 336 h',b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola RAZR XT910',b'https://fdn2.gsmarena.com/vv/bigpic/motorla-razr-europe.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'Splash resistant',b'HSDPA 850 / 900 / 1900 / 2100',b'HDMI port MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input',,,b'HSPA 14.4/5.76 Mbps',"b'2011, October. Released 2011, November'",b'Discontinued',b'130.7 x 68.9 x 7.1 mm (5.15 x 2.71 x 0.28 in)',b'127 g (4.48 oz)',b'Micro-SIM',,b'Super AMOLED Advanced',"b'4.3 inches, 51.0 cm2 (~56.6% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~256 ppi density)'","b'Android 2.3.5 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',b'microSDHC (dedicated slot)',"b'16GB (11.5GB user available), 1GB RAM'",,b'LED flash',b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, dual-band, DLNA, hotspot'","b'4.0, EDR, LE'","b'Yes, with A-GPS, GLONASS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Non-removable Li-Ion 1780 mAh battery',,"b'Black, White'",b'About 220 EUR',,"b'8 MP, AF'",,,b'XT910',,,,,,b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 74dB / Noise 66dB / Ring 82dB',,b'1.3 MP',,,b'Corning Gorilla Glass',,,b'0.36 W/kg (head)',b'Noise -90.9dB / Crosstalk -90.2dB',,,b'Up to 9 h 20 min',b'Up to 304 h',,,,,,,,,,,,,,,,
b'motorola',b'Motorola DROID RAZR XT912',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-razr.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'CDMA2000 1xEV-DO',b'13 - Verizon',,"b'EV-DO Rev.A 3.1 Mbps, LTE, HSPA'","b'2011, October. Released 2011, November'",b'Discontinued',b'130.7 x 68.9 x 7.1 mm (5.15 x 2.71 x 0.28 in)',b'127 g (4.48 oz)',b'Micro-SIM',b'HDMI port MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input',b'Super AMOLED',"b'4.3 inches, 51.0 cm2 (~56.6% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~256 ppi density)'","b'Android 2.3.5 (Gingerbread), upgradable to 4.1 (Jelly Bean)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',"b'microSDHC (dedicated slot), 16 GB included'",b'16GB 1GB RAM',,b'LED flash',"b'1080p@30fps, 480p@120fps'",,,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, EDR, LE'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Non-removable Li-Ion 1780 mAh battery',,"b'Black, White, Purple'",b'About 220 EUR',,"b'8 MP, AF'",,,,,,,,,,,,,b'2 MP',,b'1.45 W/kg (head) \xc2\xa0 \xc2\xa0 0.71 W/kg (body)',b'Corning Gorilla Glass',,,,,,,b'Up to 12 h 30 min',b'Up to 204 h',,,,,,,,,,,,,,,,
b'motorola',b'Motorola ATRIX 2 MB865',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-2-ofic.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'Touch sensitive controls MOTOBLUR UI with Live Widgets',b'HSDPA 850 / 1900 / 2100',b'HDMI port MP3/WAV/WMA/eAAC+ player MP4/H.264/WMV/Xvid/DivX player Photo viewer/editor Organizer Quickoffice document editor Voice memo/dial/commands Predictive text input',,,b'HSPA 21.1/5.76 Mbps',"b'2011, October. Released 2011, October'",b'Discontinued',b'126 x 66 x 10 mm (4.96 x 2.60 x 0.39 in)',b'147 g (5.19 oz)',b'Mini-SIM',,b'TFT',"b'4.3 inches, 51.0 cm2 (~61.3% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~256 ppi density)'","b'Android 2.3 (Gingerbread), 4.0.4 (Ice Cream Sandwich), not upgradable to 4.1 (Jelly Bean)'",b'TI OMAP 4430',b'Dual-core 1.2 GHz Cortex-A9',b'PowerVR SGX540',"b'microSDHC (dedicated slot), 2 GB included'",b'8GB 1GB RAM',,b'LED flash',b'1080p@24fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1785 mAh battery',,b'Black',b'About 230 EUR',,"b'8 MP, AF'",,,b'MB865',,,,,,,,,,b'Yes',,b'1.01 W/kg (head) \xc2\xa0 \xc2\xa0 1.15 W/kg (body)',b'Corning Gorilla Glass',,,,,,,b'Up to 8 h 50 min',b'Up to 382 h',,,,,,,,,,,,,,,,
b'motorola',b'Motorola Admiral XT603',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-admiral.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',"b'MIL-STD-810F compliant salt, dust, humidity, rain, vibration, solar radiation, transport and thermal shock resistant'",b'CDMA2000 1xEV-DO',b'No',,,b'EV-DO Rev.A 3.1 Mbps',"b'2011, October. Released 2011, October'",b'Discontinued',b'119 x 62 x 12.2 mm (4.69 x 2.44 x 0.48 in)',b'134 g (4.73 oz)',b'Mini-SIM',b'MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input',b'TFT',"b'3.1 inches, 29.8 cm2 (~40.3% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~258 ppi density)'","b'Android 2.3.4 (Gingerbread), not upgradable to 4.1 (Jelly Bean)'",b'Qualcomm MSM8655 Snapdragon S2',b'1.2 GHz Scorpion',b'Adreno 205',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,b'LED flash',b'480p@30fps',,,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1860 mAh battery',,b'Black',b'About 160 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,,,b'1.06 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',b'Corning Gorilla Glass',,,,,,,b'Up to 9 h',b'Up to 79 h',,,b'QWERTY',,,,,,,,,,,,,
b'motorola',b'Motorola ME632',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-me632.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'No',b'HSDPA 850 / 1700 / 2100',b'MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Quickoffice document viewer/editor Photo viewer/editor Organizer Voice memo/dial Predictive text input',,,b'HSPA 10.2/2 Mbps',"b'2011, October. Released 2011, November'",b'Discontinued',b'119.5 x 62 x 11.7 mm (4.70 x 2.44 x 0.46 in)',b'130 g (4.59 oz)',b'Mini-SIM',,b'TFT',"b'3.1 inches, 29.8 cm2 (~40.2% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~258 ppi density)'",b'Android 2.3 (Gingerbread)',,b'1.0 GHz',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,b'LED flash',b'Yes',,,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion battery',,b'Black',b'About 90 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,,,,b'Corning Gorilla Glass',,,,,,,,,,,b'QWERTY',,,,,,,,,,,,,
b'motorola',b'Motorola PRO+',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-pro-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700 / 2100',b'HSDPA 850 / 1900 / 2100',b'HSDPA 900 / 2100',,,b'HSPA 14.4/2 Mbps',"b'2011, August. Released 2011, November'",b'Discontinued',b'119.5 x 62 x 11.7 mm (4.70 x 2.44 x 0.46 in)',b'113 g (3.99 oz)',b'Mini-SIM',b'MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Quickoffice document viewer/editor Photo viewer/editor Organizer Voice memo/dial Predictive text input',b'TFT',"b'3.1 inches, 29.8 cm2 (~40.2% screen-to-body ratio)'","b'640 x 480 pixels, 4:3 ratio (~258 ppi density)'",b'Android 2.3 (Gingerbread)',,b'1.0 GHz',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,b'Dual-LED flash',b'720p',,,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1600 mAh battery',,b'Black',b'About 220 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,,,,b'Corning Gorilla Glass',,,,,,,b'Up to 8 h',b'Up to 312 h',,,b'QWERTY',,,,,,,,,,,,,
b'motorola',b'Motorola DEFY+',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 2100',b'HSDPA 900 / 2100',b'HSDPA 850 / 1900',,,b'HSPA 7.2/2 Mbps',"b'2011, August. Released 2011, September'",b'Discontinued',b'107 x 59 x 13.4 mm (4.21 x 2.32 x 0.53 in)',b'118 g (4.16 oz)',b'Mini-SIM',b'MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input',b'TFT',"b'3.7 inches, 37.7 cm2 (~59.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~265 ppi density)'",b'Android 2.3 (Gingerbread)',b'TI OMAP 3620',b'1.0 GHz Cortex-A8',b'PowerVR SGX530',"b'microSDHC (dedicated slot), 2 GB included'",b'2GB 512MB RAM',,b'LED flash',b'480p@30fps',,,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Po 1700 mAh battery',,"b'Black, White'",b'About 170 EUR',,"b'5 MP, AF'",,,,,,,,,,,,,,,,b'Corning Gorilla Glass',,,,,,,b'Up to 7 h 10 min',b'Up to 384 h',,,,,,,,,,,,,,,,
b'motorola',b'Motorola EX212',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-ex212.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'Secondary external display with icons',,b'No',,,,"b'2011, August. Released 2011, Q3'",b'Discontinued',b'106 x 53 x 13.9 mm (4.17 x 2.09 x 0.55 in)',b'105 g (3.70 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'MP3/WAV/AAC+ player MP4/H.263 player Organizer Voice memo Predictive text input',"b'TFT,  256K colors'","b'2.4 inches, 17.8 cm2 (~31.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'5MB',,,b'@15fps',,,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',,b'Stereo FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion 750 mAh battery',,b'Black/Gray',b'About 80 EUR',,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,b'Up to 6 h 20 min',b'Up to 625 h',b'Class 12',b'Class 12',,"b'800 entries, Photocall'",b'Yes',"b'SMS, MMS, Email'",b'Yes',b'',,,,,,,,
b'motorola',b'Motorola EX119',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-ex119.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'No',,b'SNS applications MP3/WAV/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input',,,,"b'2011, August. Released 2011, August'",b'Discontinued',b'103 x 60 x 9.9 mm (4.06 x 2.36 x 0.39 in)',b'87 g (3.07 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",,b'TFT',"b'2.4 inches, 17.8 cm2 (~28.9% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'50MB',,,b'@14fps',,,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, EDR'",b'No',,b'FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion 910 mAh battery',,"b'White, Black'",b'About 60 EUR',,b'3.15 MP',,,,,,,,,,,,,,,b'1.56 W/kg (head) \xc2\xa0 \xc2\xa0 1.14 W/kg (body)',,,,,,,,b'Up to 8 h 20 min',b'Up to 680 h',b'Class 10',b'Class 10',b'QWERTY',"b'1000 entries, Photocall'",b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,,
b'motorola',b'Motorola MOTOKEY XT EX118',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-xt.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',b'No',,b'SNS applications MP3/WAV/AAC player MP4/H.263 player Organizer Voice memo Predictive text input',,,,"b'2011, July. Released 2011, July'",b'Discontinued',b'103 x 60 x 9.9 mm (4.06 x 2.36 x 0.39 in)',b'92 g (3.25 oz)',b'Mini-SIM',,"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~28.9% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'50MB',,,b'Yes',,,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',,"b'Stereo FM radio, RDS'",b'microUSB 2.0',b'',b'Removable Li-Ion 910 mAh battery',,"b'White, Black'",b'About 80 EUR',,b'3.15 MP',,,,,,,,,,,,,,,b'1.59 W/kg (head) \xc2\xa0 \xc2\xa0 1.14 W/kg (body)',,,,,,,,b'Up to 4 h 10 min',b'Up to 200 h',b'Class 10',b'Class 10',b'QWERTY',"b'1000 entries, Photocall'",b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,,
b'motorola',b'Motorola MOTOKEY Mini EX109',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-mini-ex109.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'No',,b'SNS applications MP3/AAC/WAV player MP4/H.263 player Photo editor Organizer Voice memo Predictive text input',,,,"b'2011, August. Released 2011, August'",b'Discontinued',b'102 x 59.5 x 12.8 mm (4.02 x 2.34 x 0.50 in)',b'87 g (3.07 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",,b'TFT',"b'2.0 inches, 12.6 cm2 (~20.7% screen-to-body ratio)'",b'220 x 176 pixels (~141 ppi density)',,,,,"b'microSDHC (dedicated slot), 2 GB included'",b'50MB',,,b'@14fps',,,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',,b'Stereo FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion 750 mAh battery',,b'Brown',b'About 60 EUR',,b'2 MP',,,,,,,,,,,,,,,b'1.44 W/kg (head) \xc2\xa0 \xc2\xa0 1.03 W/kg (body)',,,,,,,,b'Up to 8 h 20 min',b'Up to 500 h',b'Class 10',b'Class 10',b'QWERTY',"b'200 entries, Photocall'",b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',b'Yes',,,,,,,,
