Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time
b'honor',b'Honor View 10',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/150 Mbps'","b'2017, December'","b'Available. Released 2018, January'",b'157 x 75 x 7 mm (6.18 x 2.95 x 0.28 in)',b'172 g (6.07 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.99 inches, 92.6 cm2 (~78.6% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~403 ppi density)'",b'UFS 2.1',"b'Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM'",,,"b'Panorama, HDR, LED flash'","b'4K@30fps, 1080p@30fps'","b'16 MP, f/1.8, PDAF 20 MP B/W, 27mm (wide), 1/2.7""'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, aptX HD, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3750 mAh, non-removable'","b'Fast charging 22.5W, 58% in 30 min (advertised)'","b'Navy Blue, Midnight Black, Beach Gold, Aurora Blue, Charm Red'",,"b'BKL-AL20, BKL-L04, BKL-L09, BKL-AL00'",b'About 320 EUR',,"b'13 MP, f/2.0'",b'AnTuTu: 212708 (v7)GeekBench: 6738 (v4.4)GFXBench: 20fps (ES 3.1 onscreen)',,b'Photo / Video',b'Voice 68dB / Noise 69dB / Ring 77dB',b'Endurance rating 74h',,,"b'Glass front (Aluminosilicate glass), aluminum back, plastic frame'",,,,,,,,,,,,,,,,,b'Up to 528 h (3G)',b'Up to 23 h (3G)'
b'honor',b'Honor 7X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7x.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, December'","b'Available. Released 2017, December'",b'156.5 x 75.3 x 7.6 mm (6.16 x 2.96 x 0.30 in)',b'165 g (5.82 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.93 inches, 90.7 cm2 (~77.0% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~407 ppi density)'",b'eMMC 5.1',"b'Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 5.1'",b'Kirin 659 (16 nm)',b'Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830 MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.2, 26mm (wide), 1/2.9"", 1.25\xc2\xb5m, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3340 mAh, non-removable'",,"b'Black, Blue, Gold, Red, Gray'",,"b'BND-AL10, BND-TL10, BND-L21, BND-L22, BND-L24, BND-L31, BND-L2, BND-L34, BND-AL00'",b'About 180 EUR',,"b'8 MP, f/2.0, 27mm (wide)'",b'AnTuTu: 67636 (v7)GeekBench: 3535 (v4.4)GFXBench: 2.8fps (ES 3.1 onscreen)',"b'Contrast ratio: 1941 (nominal), 2.734 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 71dB / Ring 85dB',b'Endurance rating 77h',,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,b'Noise -89.5dB / Crosstalk -86.6dB',,,,,,,,b'Up to 647 h (3G)',b'Up to 21 h (3G)'
b'honor',b'Honor 6C Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v9-play.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 5, 7, 8, 20, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, October'","b'Available. Released 2017, November'",b'147.9 x 73.2 x 7.7 mm (5.82 x 2.88 x 0.30 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'S-IPS LCD',"b'5.2 inches, 74.5 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 7.0 (Nougat), EMUI 5.1'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x 1.5GHz Cortex-A53 & 4x 1.0GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'v4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Blue, Gold'",,"b'JMM-AL00, JMM-AL10, JMM-TL00, JMM-TL10, JMM-L22'",b'About 170 EUR',,"b'13 MP, f/2.2, PDAF'",,,,,,,,,,"b'8 MP, f/2.2'",,,,,,,,,,,,,,,,
b'honor',b'Honor 9',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2017, June'","b'Available. Released 2017, July'",b'147.3 x 70.9 x 7.5 mm (5.80 x 2.79 x 0.30 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.15 inches, 73.1 cm2 (~70.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~428 ppi density)'",,"b'Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 960 (16 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G71 MP8',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'",,,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps'","b'12 MP, f/2.2, 27mm (wide), PDAF, 2x lossless zoom 20 MP B/W, f/2.2, 27mm (wide), 1/2.7""'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3200 mAh, non-removable'","b'Fast charging 18W, 40% in 30 min (advertised)'","b'Glacier Grey, Sapphire Blue, Midnight Black, Gold, Blue Bird, Robin Egg Blue'",,"b'STF-AL00, STF-AL10, STF-AL10, STF-TL10, STF-L09, STF-L09S'",b'About 220 EUR',,"b'8 MP, f/2.0'",b'AnTuTu: 156984 (v7)GeekBench: 6457 (v4.4)GFXBench: 14fps (ES 3.1 onscreen)',"b'Contrast ratio: 1479:1 (nominal), 3.289 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 71dB / Ring 80dB',b'Endurance rating 77h',,,"b'Glass front (Gorilla Glass 3), glass back, aluminum frame'",,,,b'Corning Gorilla Glass 3',,,,,b'Noise -89.1dB / Crosstalk -86.7dB',,,,,,,,,
b'honor',b'Honor 6A (Pro)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nonor-6a.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, May'","b'Available. Released 2017, July'",b'143.7 x 71 x 8.2 mm (5.66 x 2.80 x 0.32 in)',b'143 g (5.04 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'eMMC 5.1',"b'Android 7.0 (Nougat), EMUI 5.1'",b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.5 GHz Cortex-A53',b'Adreno 505',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted, region dependent), accelerometer, proximity, compass'","b'Li-Po 3020 mAh, non-removable'",,"b'Gold, Silver, Dark Gray, Blue, Pink'",,"b'DLI-AL10, DLI-TL20, DLI-TL10, DLI-L42, DLI-L22'",b'About 130 EUR',,"b'13 MP, 28mm (wide), PDAF'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,b'5 MP',,,,,,,,,,,,,,,,
b'honor',b'Honor 8 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2017, April'","b'Available. Released 2017, April'",b'157 x 77.5 x 7 mm (6.18 x 3.05 x 0.28 in)',b'184 g (6.49 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.7 inches, 89.6 cm2 (~73.6% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~515 ppi density)'",,"b'Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 960 (16 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G71 MP8',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM'",,,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@60fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 18W',"b'Pearl White, Midnight Black, Navy Blue'",,"b'DUK-AL20, DUK-TL30, DUK-L09'",b'About 310 EUR',,"b'12 MP, f/2.2, PDAF, Laser AF 12 MP B/W, f/2.2, AF'",b'GFXBench: 7.9fps (ES 3.1 onscreen)',"b'Contrast ratio: 1404:1 (nominal), 3.341 (sunlight)'",b'Photo / Video',b'Voice 64dB / Noise 71dB / Ring 87dB',b'Endurance rating 77h',,,"b'Glass front (Gorilla Glass 3), aluminum back, aluminum frame'",,"b'8 MP, f/2.0'",,b'Corning Gorilla Glass 3',,,,,b'Noise -93.3dB / Crosstalk -93.3dB',,,,,,,,b'Up to 504 h (3G)',b'Up to 30 h (3G)'
b'honor',b'Honor Magic',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-magic.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 & TD-SCDMA',"b'1, 2, 4, 5, 6, 8, 19, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, December'","b'Available. Released 2016, December'",b'146.1 x 69.9 x 7.8 mm (5.75 x 2.75 x 0.31 in)',b'145 g (5.11 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.09 inches, 71.4 cm2 (~69.9% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~577 ppi density)'",b'CDMA 800',"b'Android 6.0 (Marshmallow), Magic Live UI'",b'Kirin 950 (16 nm)',b'Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)',b'Mali-T880 MP4',b'No',b'64GB 4GB RAM',,,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',"b'12 MP, f/2.2, PDAF 12 MP B/W, f/2.2, PDAF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',,b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 2900 mAh, non-removable'","b'Fast charging 40W, 90% in 30 min (advertised)'","b'Golden Black, Porcelain White'",,b'NTS-AL00',b'About 350 EUR',,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor V8',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 7'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, May'","b'Available. Released 2016, May'",b'157 x 77.6 x 7.8 mm (6.18 x 3.06 x 0.31 in)',b'170 g (6.00 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS-NEO LCD',"b'5.7 inches, 89.6 cm2 (~73.5% screen-to-body ratio)'","b'1080 x 1920 pixels (KNT-AL10, KNT-TL10) (~386 ppi pixel density)1440 x 2560 pixels (KNT-AL20), 16:9 ratio (~515 ppi density)'",,"b'Android 6.0 (Marshmallow), EMUI 4.1'","b'Kirin 950 (16 nm) (KNT-AL10, KNT-TL10)Kirin 955 (16 nm) (KNT-AL20)'",b'Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)',b'Mali-T880 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM (AL10,TL10), 64GB 4GB RAM (AL20)'",,,"b'Dual-LED dual-tone flash, panorama, HDR'","b'1080p@60fps, 1080p@30fps, 720p@120fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'","b'Yes (KNT-AL10, KNT-AL20)'",b'Yes',b'No',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3500 mAh, non-removable'",,"b'Silver, Gold, Rose Gold'",,"b'KNT-AL10, KNT-TL10, KNT-AL20, KNT-UL10'",b'About 290 EUR',,"b'12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25\xc2\xb5m, PDAF 12 MP B/W'",,,,,,,,,,"b'8 MP, f/2.4'",,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,
b'honor',b'Honor Pad 2',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-pad-2-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, October'","b'Available. Released 2016, October'",b'209.3 x 123 x 8.1 mm (8.24 x 4.84 x 0.32 in)',b'340 g (11.99 oz)',b'Nano-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~72.1% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'",b'eMMC 4.5',"b'Android 6.0 (Marshmallow), EMUI 4.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 3GB RAM, 32GB 3GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS/ BDS (region dependent)'",b'No',,b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 4800 mAh, non-removable'",,"b'Gold, White'",,,b'About 230 EUR',,"b'8 MP, f/2.0, AF'",,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,
b'honor',b'Honor 6X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6x-2016.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 8, 38'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, October'","b'Available. Released 2016, October'",b'150.9 x 76.2 x 8.2 mm (5.94 x 3.00 x 0.32 in)',b'162 g (5.71 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 82.6 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",,"b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 5'",b'Kirin 655 (16 nm)',b'Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'12 MP, 1/2.9"", 1.25\xc2\xb5m, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3340 mAh, non-removable'",,"b'Gray, Gold, Silver'",,"b'BLN-AL10, BLL-L22, BLN-L21, BLL-L21, BLN-L22, BLL-L23, BLN-L24, BLN-AL40, BLN-TL10, BLN-AL20'",b'About 180 EUR',,b'8 MP',b'GFXBench: 4.8fps (ES 3.1 onscreen)',,,b'Voice 68dB / Noise 67dB / Ring 79dB',b'Endurance rating 84h',,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,b'Noise - 87.9 / Crosstalk - 86.4',,,,,,,,b'Up to 650 h (3G)',b'Up to 23 h (3G)'
b'honor',b'Honor Holly 3',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5a.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, October'","b'Available. Released 2016, October'",b'154.3 x 77.1 x 8.5 mm (6.07 x 3.04 x 0.33 in)',b'168 g (5.93 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'HSDPA 850 / 900 / 1900 / 2100',"b'Android 6.0 (Marshmallow), EMUI 4.1'",b'Kirin 620 (28 nm)',b'Octa-core 1.2 GHz Cortex-A53',b'Mali-450MP4',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP or 4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 3100 mAh, non-removable'",,"b'Black, White, Gold'",,"b'CAM-L03, CAM-L23, CAM-L21, CAM-UL00, CAM-L32'",b'About 140 EUR',,"b'13 MP, f/2.0, 28mm (wide), AF'",,,,,,b'Yes',b'Yes',,,"b'8 MP, f/2.0, 24mm (wide), 1/4"", 1.12\xc2\xb5m'",,,,,,,,,,,,,,,,
b'honor',b'Honor Note 8',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-note8.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, August'","b'Available. Released 2016, September'",b'178.8 x 90.9 x 7.2 mm (7.04 x 3.58 x 0.28 in)',b'219 g (7.72 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.6 inches, 121.2 cm2 (~74.6% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~443 ppi density)'",b'CDMA 800',"b'Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), EMUI 4.1'",b'Kirin 955 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex-A53)',b'Mali-T880 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM'",b'CDMA2000 1xEV-DO / TD-SCDMA',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'4K@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4500 mAh, non-removable'",b'Charging 10W',"b'White, Gold, Gray'",,b'EDI-AL10',b'About 250 EUR',,"b'13 MP, f/2.0, AF, OIS'",,,,,,,,,,"b'5 MP, f/2.0'",,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,
b'honor',b'Honor 8',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8r1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, July'","b'Available. Released 2016, July'",b'145.5 x 71 x 7.5 mm (5.73 x 2.80 x 0.30 in)',b'153 g (5.40 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.2 inches, 74.9 cm2 (~72.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~423 ppi density)'",b'Custom function back button',"b'Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), EMUI 8'",b'Kirin 950 (16 nm)',b'Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)',b'Mali-T880 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'",,,"b'Dual-LED dual-tone flash, HDR, panorama'","b'1080p@60fps, 1080p@30fps, 720p@120fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'","b'Fast charging 18W, 47% in 30 min (advertised)'","b'Pearl White, Midnight Black, Sapphire Blue, Gold'",,"b'FRD-L19 FRD-L14, FRD-L04, FRD-AL00, FRD-TL00, FRD-AL10, FRD-L09, FRD-L02, FRD-L19, FRD-L14, FRD-DL00'",b'About 200 EUR',,"b'12 MP, f/2.2, 35mm (standard), 1/2.9"", 1.25\xc2\xb5m, PDAF, Laser AF 12 MP B/W, f/2.2, 35mm (standard), 1/2.9"", 1.25\xc2\xb5m'",b'Basemark OS II 2.0: 2099Basemark X: 16592',"b'Contrast ratio: 1243:1 (nominal), 3.346 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 66dB / Ring 82dB',b'Endurance rating 70h',,,"b'Glass front (Gorilla Glass 3), glass back, aluminum frame'",,"b'8 MP, f/2.4, 1/3.2"", 1.4\xc2\xb5m'",,b'Corning Gorilla Glass 3',,,,,b'Noise -98.3dB / Crosstalk -97.3dB',,,,,,b'1.45 W/kg (head)',,,
